Id,Url,ImageUrl,ContentCreatedOn,Name,Symbol,CoinName,FullName,Algorithm,ProofType,FullyPremined,TotalCoinSupply,BuiltOn,SmartContractAddress,DecimalPlaces,PreMinedValue,TotalCoinsFreeFloat,SortOrder,Sponsored,Taxonomy,Rating,IsTrading,TotalCoinsMined,BlockNumber,NetHashesPerSecond,BlockReward,BlockTime
4404,/coins/buk/overview,/media/19637/buk.png,1427711413,BUK,BUK,CryptoBuk,CryptoBuk (BUK),Scrypt,PoW/PoS,0,100000000,N/A,N/A,0,N/A,N/A,74,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4405,/coins/cach/overview,/media/35650889/ezgifcom-resize-1.jpg,1427711423,CACH,CACH,Cachecoin,Cachecoin (CACH),Scrypt,PoW,0,2000000000,N/A,N/A,0,N/A,N/A,75,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4407,/coins/cann/overview,/media/20015/cann.png,1427711443,CANN,CANN,CannabisCoin,CannabisCoin (CANN),X11,PoW,0,N/A,N/A,N/A,0,N/A,N/A,76,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,236232918.133798,4705698.0,4451521115676.8,35.0000000000191,0.0
4408,/coins/cap/overview,/media/20017/cap.png,1427711454,CAP,CAP,BottleCaps,BottleCaps (CAP),Scrypt,PoW/PoS,0,47433600,N/A,N/A,0,N/A,N/A,77,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4409,/coins/cash/overview,/media/20016/cash.png,1427711464,CASH,CASH,CashCoin,CashCoin (CASH),Scrypt,PoW/PoS,0,47433600,N/A,N/A,0,N/A,N/A,78,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,3024422.0,6150,0.0,60.0
4410,/coins/cat/overview,/media/35521144/cat.png,1427711475,CAT,CAT,Catcoin,Catcoin (CAT),Scrypt,PoW,0,21000000 ,N/A,N/A,0,N/A,N/A,79,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,7219956.64626131,171775.0,1646979943,0.0,600.0
4411,/coins/cbx/overview,/media/30001996/cbx.png,1427711486,CBX,CBX,CryptoBullion,CryptoBullion (CBX),Scrypt,PoW/PoS,0,1000000,N/A,N/A,0,N/A,N/A,80,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1061228.80105554,3507953.0,0,0.0437460000005861,60.0
4412,/coins/ccn/overview,/media/19643/ccn.png,1427711494,CCN,CCN,CannaCoin,CannaCoin (CCN),Scrypt,PoW,0,13140000,N/A,N/A,0,N/A,N/A,81,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,4704239.59407949,868316.0,0,0.0,60.0
4413,/coins/cin/overview,/media/20698/cinder.png,1427711504,CIN,CIN,CinderCoin,CinderCoin (CIN),Multiple,PoW/PoS,0,114000000,N/A,N/A,0,N/A,N/A,82,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4414,/coins/cinni/overview,/media/19651/cinni.jpeg,1427711514,CINNI,CINNI,CINNICOIN,CINNICOIN (CINNI),Scrypt,PoW,0,15000000,N/A,N/A,0,N/A,N/A,83,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4415,/coins/cxc/overview,/media/20246/cxc.png,1427711523,CXC,CXC,CheckCoin,CheckCoin (CXC),N/A,PoS,0,100000000,N/A,N/A,0,N/A,N/A,84,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4416,/coins/clam/overview,/media/20020/clam.png,1427711533,CLAM,CLAM,CLAMS,CLAMS (CLAM),PoS,PoS,0,N/A,N/A,N/A,0,N/A,N/A,85,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,-1e-08,2755024.0,3152211905965,0.0,160.0
4418,/coins/clr/overview,/media/19657/clr.png,1427711553,CLR,CLR,CopperLark,CopperLark (CLR),SHA-256,PoW,0,27200000,N/A,N/A,0,N/A,N/A,87,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4419,/coins/cmc/overview,/media/20019/cmc.png,1427711563,CMC,CMC,CosmosCoin,CosmosCoin (CMC),Scrypt,PoW/PoS,0,100000000,N/A,N/A,0,N/A,N/A,88,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4420,/coins/cnc/overview,/media/20021/cnc.png,1427711573,CNC,CNC,ChinaCoin,ChinaCoin (CNC),Scrypt,PoW,0,462500000,N/A,N/A,0,N/A,N/A,89,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4422,/coins/comm/overview,/media/19661/comm.png,1427711603,COMM,COMM,Community Coin,Community Coin (COMM),Scrypt,PoW/PoS,0,1000000000,N/A,N/A,0,N/A,N/A,91,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4423,/coins/cool/overview,/media/19658/cool.png,1427711614,COOL,COOL,CoolCoin,CoolCoin (COOL),Scrypt,PoS,0,100000000,N/A,N/A,0,N/A,N/A,92,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4424,/coins/crack/overview,/media/20023/crack.png,1427711623,CRACK,CRACK,CrackCoin,CrackCoin (CRACK),X11,PoW,0,6000000,N/A,N/A,0,N/A,N/A,93,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4427,/coins/crypt/overview,/media/19664/crypt.png,1427711654,CRYPT,CRYPT,CryptCoin,CryptCoin (CRYPT),X11,PoW,0,18000000,N/A,N/A,0,N/A,N/A,95,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,5011231.77870138,1766578.0,0,0.0,0.0
4429,/coins/dem/overview,/media/20028/dem.png,1427711674,DEM,DEM,eMark,eMark (DEM),SHA-256,PoW/PoS,0,0,N/A,N/A,0,N/A,N/A,97,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,120.0
4434,/coins/drkc/overview,/media/20027/drkc.png,1427711721,DRKC,DRKC,DarkCash,DarkCash (DRKC),X11,PoW/PoS,0,3720000,N/A,N/A,0,N/A,N/A,100,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4435,/coins/dsb/overview,/media/20034/dsb.png,1427711730,DSB,DSB,DarkShibe,DarkShibe (DSB),Scrypt,PoW,0,2043962,N/A,N/A,0,N/A,N/A,101,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4436,/coins/dvc/overview,/media/35650890/ezgifcom-resize-2.jpg,1427711741,DVC,DVC,DevCoin,DevCoin (DVC),SHA-256,PoW,0,21000000000,N/A,N/A,0,N/A,N/A,102,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,21551562500.0,436754.0,0,50000.0,600.0
4437,/coins/eac/overview,/media/19690/eac.png,1427711758,EAC,EAC,EarthCoin,EarthCoin (EAC),Scrypt,PoW,0,13500000000,N/A,N/A,0,N/A,N/A,103,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,12747270359.9764,3192569.0,20169675385.3501,170.27951558431,60.0
4438,/coins/efl/overview,/media/19692/efl.png,1427711767,EFL,EFL,E-Gulden,E-Gulden (EFL),Scrypt,PoW,0,21000000 ,N/A,N/A,0,N/A,N/A,104,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,20965801.7554686,1750322.0,4031325569.387,0.0,120.0
4439,/coins/elc/overview,/media/19694/elc.png,1427711779,ELC,ELC,Elacoin,Elacoin (ELC),Scrypt,PoW,0,75000000,N/A,N/A,0,N/A,N/A,105,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4441,/coins/emd/overview,/media/35284304/emd.png,1427711802,EMD,EMD,Emerald,Emerald (EMD),Scrypt,PoW,0,32000000,N/A,N/A,0,N/A,N/A,107,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,19663081.11025,10344262.0,2191169285,0.099999999627471,20.0
4442,/coins/excl/overview,/media/20035/excl.png,1427711811,EXCL,EXCL,Exclusive Coin,Exclusive Coin (EXCL),PoS,PoS,0,0,N/A,N/A,0,N/A,N/A,108,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,5851627.0,2204098.0,0,0.0,60.0
4443,/coins/exe/overview,/media/19700/exe.png,1427711821,EXE,EXE,ExeCoin,ExeCoin (EXE),Scrypt,PoW,0,21000000 ,N/A,N/A,0,N/A,N/A,109,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4444,/coins/ezc/overview,/media/19702/ezc.png,1427711830,EZC,EZC,EZCoin,EZCoin (EZC),Scrypt,PoW,0,84000000,N/A,N/A,0,N/A,N/A,110,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4445,/coins/flap/overview,/media/20032/flap.png,1427711839,FLAP,FLAP,Flappy Coin,Flappy Coin (FLAP),Scrypt,PoW,0,100000000000,N/A,N/A,0,N/A,N/A,111,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4446,/coins/fc2/overview,/media/19719/fuel.png,1427711849,FC2,FC2,Fuel2Coin,Fuel2Coin (FC2),X11,PoS,0,100000000,N/A,N/A,0,N/A,N/A,112,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4447,/coins/ffc/overview,/media/19706/ffc.png,1427711859,FFC,FFC,FireflyCoin,FireflyCoin (FFC),SHA-256,PoW,0,700000000000,N/A,N/A,0,N/A,N/A,113,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4448,/coins/fibre/overview,/media/20030/fibre.png,1427711869,FIBRE,FIBRE,FIBRE,FIBRE (FIBRE),NIST5,PoW/PoS,0,624000,N/A,N/A,0,N/A,N/A,114,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4521,/coins/frc/overview,/media/1382629/frc.png,1428489654,FRC,FRC,FireRoosterCoin,FireRoosterCoin (FRC),SHA-256,PoW,0,2602410,N/A,N/A,0,N/A,N/A,115,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,360.0
4449,/coins/flt/overview,/media/19709/flt.png,1427711883,FLT,FLT,FlutterCoin,FlutterCoin (FLT),Scrypt,PoS/PoW/PoT,0,0,N/A,N/A,0,N/A,N/A,116,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,461829905.32893,1730941.0,0,20.0,0.0
4522,/coins/frk/overview,/media/19712/frk.png,1428489677,FRK,FRK,Franko,Franko (FRK),Scrypt,PoW,0,11235813,N/A,N/A,0,N/A,N/A,117,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1423483.64912776,5693943.0,0,0.0,0.0
4450,/coins/frac/overview,/media/19710/frac.png,1427711893,FRAC,FRAC,FractalCoin,FractalCoin (FRAC),X11,PoW,0,1000000,N/A,N/A,0,N/A,N/A,118,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4523,/coins/fstc/overview,/media/19720/fst.png,1428489689,FSTC,FSTC,FastCoin,FastCoin (FSTC),Scrypt,PoW,0,165888000,N/A,N/A,0,N/A,N/A,119,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",False,,,,,
4526,/coins/gdc/overview,/media/20054/gdc.png,1428489794,GDC,GDC,GrandCoin,GrandCoin (GDC),Scrypt,PoW,0,1420609614,N/A,N/A,0,N/A,N/A,122,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,884125802.0,0.0,0,0.0,0.0
4527,/coins/glc/overview,/media/35650789/viber_image_2019-06-11_13-07-38.jpg,1428489808,GLC,GLC,GlobalCoin,GlobalCoin (GLC),Scrypt,PoW,0,70000000,N/A,N/A,0,N/A,N/A,123,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,65672720.4708748,3753163.0,734549,0.0,0.0
4528,/coins/gld/overview,/media/19723/gld.png,1428489819,GLD,GLD,GoldCoin,GoldCoin (GLD),Scrypt,PoW,0,72245700,N/A,N/A,0,N/A,N/A,124,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,41658647.9999715,0.0,25146680307.5426,0.0,0.0
4529,/coins/glx/overview,/media/19728/glx.png,1428489832,GLX,GLX,GalaxyCoin,GalaxyCoin (GLX),Scrypt,PoW/PoS,0,538214400,N/A,N/A,0,N/A,N/A,125,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4530,/coins/glyph/overview,/media/19725/glyph.png,1428489847,GLYPH,GLYPH,GlyphCoin,GlyphCoin (GLYPH),X11,PoW/PoS,0,7000000,N/A,N/A,0,N/A,N/A,126,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,-1.0,0,0.0,0.0
4531,/coins/gml/overview,/media/19726/gml.png,1428489858,GML,GML,GameLeagueCoin,GameLeagueCoin (GML),Scrypt,PoW/PoS,0,500000000,N/A,N/A,0,N/A,N/A,127,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4532,/coins/gue/overview,/media/19732/gue.png,1428489870,GUE,GUE,GuerillaCoin,GuerillaCoin (GUE),X11,PoW/PoS,0,19500000,N/A,N/A,0,N/A,N/A,128,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4533,/coins/hal/overview,/media/20036/hal.png,1428489881,HAL,HAL,Halcyon,Halcyon (HAL),X15,PoW/PoS,0,0,N/A,N/A,0,N/A,N/A,129,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4534,/coins/hbn/overview,/media/19735/hbn.png,1428491171,HBN,HBN,HoboNickels,HoboNickels (HBN),Scrypt,PoW/PoS,0,120000000,N/A,N/A,0,N/A,N/A,130,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,110606325.770141,6505880.0,0,30.3483361154795,30.0
4535,/coins/huc/overview,/media/20037/hun.png,1428491182,HUC,HUC,HunterCoin,HunterCoin (HUC),Multiple,PoW,0,42000000,N/A,N/A,0,N/A,N/A,131,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,0.0,0.0,0,0.0,0.0
4536,/coins/hvc/overview,/media/19745/hvc.png,1428491197,HVC,HVC,HeavyCoin,HeavyCoin (HVC),Multiple,PoW,0,128000000,N/A,N/A,0,N/A,N/A,132,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,,,,,
4537,/coins/hyp/overview,/media/20624/hyp.png,1428491208,HYP,HYP,HyperStake,HyperStake (HYP),X11,PoS,0,0,N/A,N/A,0,N/A,N/A,133,False,"{'Access': '', 'FCA': '', 'FINMA': '', 'Industry': '', 'CollateralizedAsset': '', 'CollateralizedAssetType': '', 'CollateralType': '', 'CollateralInfo': ''}","{'Weiss': {'Rating': '', 'TechnologyAdoptionRating': '', 'MarketPerformanceRating': ''}}",True,1679489617.8343,1820026.0,0,0.0,0.0
